routePath,city,province,currentTitle,currentMetaDescription,priorityScore,qualityCompletionScore,missingRequiredFields,suggestedSearchQuery,sourceStatus,recommendedSourceUrl,sourceTitle,sourceType,sourceConfidenceScore,sourceNotes,reviewStatus,reviewedOnCandidate,appliedOn
/dog-parks/prince-albert/,Prince Albert,Saskatchewan,Off-Leash Dog Park in Prince Albert SK | LeashFree.ca,Explore Prince Albert’s fenced off-leash dog park — a safe space in northern Saskatchewan where dogs can run freely and socialize outdoors.,107,73,rules | officialSource | reviewedOn,Prince Albert Saskatchewan dog parks official | Prince Albert Saskatchewan off leash dog park official | Prince Albert Saskatchewan leash free dog park rules | Prince Albert municipal dog park bylaw,likely-official-needs-review,https://www.citypa.ca/en/living-in-our-community/animal-services.aspx,Animal Services | City of Prince Albert,official bylaw or animal services page,0.66,Official city animal services page found; dedicated off-leash dog park page not clearly identified.,pending,2026-05-29,
/dog-parks/quebec-city/,Quebec City,Quebec,Dog Parks in Quebec City | LeashFree.ca,"Explore Quebec City’s many dog parks and off-leash areas — fenced spaces for safe canine play, with options throughout the city’s beautiful boroughs.",107,73,rules | officialSource | reviewedOn,Quebec City Quebec dog parks official | Quebec City Quebec off leash dog park official | Quebec City Quebec leash free dog park rules | Quebec City municipal dog park bylaw,verified-official,https://www.ville.quebec.qc.ca/citoyens/animaux/parcs-et-aires-d-exercice-canins/index.aspx,Parcs et aires d?exercice canins | Ville de Qu?bec,official dog park / off-leash area page,0.99,Official Ville de Qu?bec page listing dog parks and canine exercise areas.,applied-live,2026-05-29,2026-05-29
/dog-parks/quinte-west/,Quinte West,Ontario,Dog Parks in Quinte West Ontario | LeashFree.ca,"Find off-leash dog parks and scenic trails in Quinte West, Ontario. Enjoy fenced spaces and pet-friendly paths throughout this welcoming community.",107,73,rules | officialSource | reviewedOn,Quinte West Ontario dog parks official | Quinte West Ontario off leash dog park official | Quinte West Ontario leash free dog park rules | Quinte West municipal dog park bylaw,verified-official,https://quintewest.ca/parks-facilities/parks/hanna-park/,Hanna Park - The City of Quinte West,official public facilities page,0.91,Official City of Quinte West park page includes dog park rules for the site.,applied-live,2026-05-29,2026-05-29
/dog-parks/red-deer/,Red Deer,Alberta,Off-Leash Dog Parks in Red Deer AB | LeashFree.ca,"Discover the top off-leash dog parks in Red Deer Alberta. Explore fenced areas, wooded trails, and natural green spaces where your dog can roam freely.",107,73,rules | officialSource | reviewedOn,Red Deer Alberta dog parks official | Red Deer Alberta off leash dog park official | Red Deer Alberta leash free dog park rules | Red Deer municipal dog park bylaw,verified-official,https://www.reddeer.ca/recreation-and-culture/outdoor-recreation/year-round-activities/off-leash-dog-parks/,Off Leash Dog Parks - The City of Red Deer,official dog park / off-leash area page,0.99,Official City of Red Deer off-leash dog parks page.,applied-live,2026-05-29,2026-05-29
/dog-parks/regina/,Regina,Saskatchewan,Off-Leash Dog Parks in Regina SK | LeashFree.ca,"Discover Regina’s top off-leash dog parks, including naturalized trails and fenced spaces. Explore where your dog can safely play across Saskatchewan’s capital city.",107,73,rules | officialSource | reviewedOn,Regina Saskatchewan dog parks official | Regina Saskatchewan off leash dog park official | Regina Saskatchewan leash free dog park rules | Regina municipal dog park bylaw,verified-official,https://www.regina.ca/parks-recreation-culture/parks/dog-parks/index.html,Dog Parks | City of Regina,official dog park / off-leash area page,0.99,Official City of Regina dog parks page.,applied-live,2026-05-29,2026-05-29
/dog-parks/restoule/,Restoule,Ontario,Dog-Friendly Spaces in Restoule Ontario | LeashFree.ca,"Explore dog-friendly spaces in Restoule, Ontario. While there’s no fenced dog park, discover off-leash-friendly trails and nature areas in and around Restoule Provincial Park.",107,73,rules | officialSource | reviewedOn,Restoule Ontario dog parks official | Restoule Ontario off leash dog park official | Restoule Ontario leash free dog park rules | Restoule municipal dog park bylaw,human-review-required,https://www.ontarioparks.ca/park/restoule,Restoule Provincial Park | Ontario Parks,official public facilities page,0.53,"Official Ontario Parks source found, but this is a provincial park context rather than a municipal off-leash city page; requires manual validation of page intent.",pending,2026-05-29,
/dog-parks/saskatoon/,Saskatoon,Saskatchewan,Off-Leash Dog Parks in Saskatoon SK | LeashFree.ca,"Find the best off-leash dog parks in Saskatoon, Saskatchewan. Explore fenced play areas, open trails, and dog-friendly parks across the city.",107,73,rules | officialSource | reviewedOn,Saskatoon Saskatchewan dog parks official | Saskatoon Saskatchewan off leash dog park official | Saskatoon Saskatchewan leash free dog park rules | Saskatoon municipal dog park bylaw,verified-official,https://www.saskatoon.ca/services-residents/pet-licensing-animal-services/dog-parks,Dog Parks | City of Saskatoon,official dog park / off-leash area page,0.99,Official City of Saskatoon dog parks page.,applied-live,2026-05-29,2026-05-29
/dog-parks/selkirk/,Selkirk,Manitoba,Off-Leash Dog Parks in Selkirk MB | LeashFree.ca,Discover off-leash dog parks in Selkirk Manitoba. Explore fenced spaces and local walking trails where your dog can play safely near Winnipeg.,107,73,rules | officialSource | reviewedOn,Selkirk Manitoba dog parks official | Selkirk Manitoba off leash dog park official | Selkirk Manitoba leash free dog park rules | Selkirk municipal dog park bylaw,verified-official,https://www.myselkirk.ca/community-services/domesticanimals/,Domestic Animal Safety and Control - City of Selkirk,official bylaw or animal services page,0.96,Official City of Selkirk page explicitly identifies Selkirk Park off-leash area.,pending,2026-05-29,
/dog-parks/st-albert/,St. Albert,Alberta,Off-Leash Dog Parks in St. Albert AB | LeashFree.ca,"Discover off-leash dog parks in St. Albert Alberta. Find fenced parks, river trail access, and wide-open spaces where your dog can roam free near Edmonton.",107,73,rules | officialSource | reviewedOn,St. Albert Alberta dog parks official | St. Albert Alberta off leash dog park official | St. Albert Alberta leash free dog park rules | St. Albert municipal dog park bylaw,verified-official,https://stalbert.ca/city/maps/dogs/areas/,Off-Leash Area Locations - City of St. Albert,official dog park / off-leash area page,0.99,Official City of St. Albert off-leash area map and policy page.,pending,2026-05-29,
/dog-parks/steinbach/,Steinbach,Manitoba,Off-Leash Dog Park in Steinbach MB | LeashFree.ca,"Explore Steinbach’s fenced off-leash dog park. A safe, well-kept area for dogs to run freely, socialize, and enjoy the outdoors near Winnipeg.",107,73,rules | officialSource | reviewedOn,Steinbach Manitoba dog parks official | Steinbach Manitoba off leash dog park official | Steinbach Manitoba leash free dog park rules | Steinbach municipal dog park bylaw,likely-official-needs-review,https://www.steinbach.ca/,City of Steinbach,official city or municipality website,0.64,Official city site references seasonal dog park fountains; dedicated dog park rules/page should be manually confirmed.,pending,2026-05-29,
/dog-parks/stouffville/,Stouffville,Ontario,Dog Parks in Stouffville Ontario | Leashfree.ca,"Discover Stouffville’s top off-leash dog park in Memorial Park. Safe, fenced, and surrounded by trails - perfect for your dog to run, play, and socialize.",107,73,officialSource | reviewedOn | parkListingGrid,Stouffville Ontario dog parks official | Stouffville Ontario off leash dog park official | Stouffville Ontario leash free dog park rules | Stouffville municipal dog park bylaw,verified-official,https://www.townofws.ca/play/parks-and-open-spaces/leash-free-dog-park/,Leash Free Dog Park - Town of Whitchurch-Stouffville,official dog park / off-leash area page,0.99,Official town leash-free dog park page with location and rules.,pending,2026-05-29,
/dog-parks/surrey/,Surrey,British Columbia,Off-Leash Dog Parks in Surrey BC | LeashFree.ca,"Discover Surrey’s top off-leash dog parks, from fenced fields to beach trails. Explore the best spots for dogs to run, play, and socialize across BC’s second-largest city.",107,73,rules | officialSource | reviewedOn,Surrey British Columbia dog parks official | Surrey British Columbia off leash dog park official | Surrey British Columbia leash free dog park rules | Surrey municipal dog park bylaw,verified-official,https://www.surrey.ca/activities-parks-recreation/parks/things-to-do-in-parks/dog-off-leash-areas,Dog Off-leash Areas - City of Surrey,official dog park / off-leash area page,0.99,Official City of Surrey off-leash areas page.,pending,2026-05-29,
/dog-parks/swift-current/,Swift Current,Saskatchewan,Off-Leash Dog Park in Swift Current SK | LeashFree.ca,"Discover Swift Current’s fenced off-leash dog park — a safe, green space where dogs can run, socialize, and enjoy the outdoors in Southwest Saskatchewan.",107,73,rules | officialSource | reviewedOn,Swift Current Saskatchewan dog parks official | Swift Current Saskatchewan off leash dog park official | Swift Current Saskatchewan leash free dog park rules | Swift Current municipal dog park bylaw,likely-official-needs-review,https://www.swiftcurrent.ca/home/showpublisheddocument/21956/638436912860900000,City of Swift Current Council Document (Off-leash Dog Park),official city or municipality website,0.67,"Official city-hosted document confirms off-leash park context, but a stable dedicated landing page should be confirmed.",pending,2026-05-29,
/dog-parks/thompson/,Thompson,Manitoba,Off-Leash Dog Park in Thompson MB | LeashFree.ca,"Discover Thompson’s off-leash dog park in northern Manitoba. A safe, fenced green space for dogs to run and play year-round in the heart of the north.",107,73,rules | officialSource | reviewedOn,Thompson Manitoba dog parks official | Thompson Manitoba off leash dog park official | Thompson Manitoba leash free dog park rules | Thompson municipal dog park bylaw,not-found,,,,0.2,No clear official City of Thompson off-leash dog park source found in this pass; requires manual follow-up.,pending,2026-05-29,
/dog-parks/tiny/,Tiny,Ontario,Dog Parks in Tiny Ontario | LeashFree.ca,"Explore dog-friendly beaches and trails in Tiny, Ontario. While no fenced dog park exists, leashed dogs are welcome at select beaches and natural areas.",107,73,rules | officialSource | reviewedOn,Tiny Ontario dog parks official | Tiny Ontario off leash dog park official | Tiny Ontario leash free dog park rules | Tiny municipal dog park bylaw,verified-official,https://www.tiny.ca/recreation-community/parks-trails,Parks & Trails - Township of Tiny,official parks and recreation page,0.96,Official Township of Tiny page includes off-leash dog park details.,pending,2026-05-29,
/dog-parks/victoria/,Victoria,British Columbia,Dog Parks in Victoria BC | LeashFree.ca,"Discover Victoria’s best off-leash dog parks and pet-friendly trails. Explore fenced areas, coastal walks, and scenic green spaces for dogs in BC’s capital.",107,73,rules | officialSource | reviewedOn,Victoria British Columbia dog parks official | Victoria British Columbia off leash dog park official | Victoria British Columbia leash free dog park rules | Victoria municipal dog park bylaw,verified-official,https://www.victoria.ca/parks-recreation/our-parks/dogs-parks,Dogs in Parks - City of Victoria,official bylaw or animal services page,0.98,Official City of Victoria dogs in parks page with leash-optional area guidance.,pending,2026-05-29,
/dog-parks/warman/,Warman,Saskatchewan,Off-Leash Dog Park in Warman SK | LeashFree.ca,"Visit Warman’s fenced off-leash dog park in Saskatchewan. A clean and open space where your dog can run freely and safely, just minutes from Saskatoon.",107,73,rules | officialSource | reviewedOn,Warman Saskatchewan dog parks official | Warman Saskatchewan off leash dog park official | Warman Saskatchewan leash free dog park rules | Warman municipal dog park bylaw,verified-official,https://warman.ca/678/Off-Leash-Dog-Park,Off-Leash Dog Park - City of Warman,official dog park / off-leash area page,0.99,Official City of Warman off-leash dog park page.,pending,2026-05-29,
/dog-parks/weyburn/,Weyburn,Saskatchewan,Off-Leash Dog Park in Weyburn SK | LeashFree.ca,"Visit Weyburn’s fenced off-leash dog park — a clean, friendly space where dogs can run free and socialize in southeast Saskatchewan.",107,73,rules | officialSource | reviewedOn,Weyburn Saskatchewan dog parks official | Weyburn Saskatchewan off leash dog park official | Weyburn Saskatchewan leash free dog park rules | Weyburn municipal dog park bylaw,verified-official,https://weyburn.ca/weyburn-community-dog-park/,Weyburn Community Dog Park - City of Weyburn,official dog park / off-leash area page,0.97,Official City of Weyburn page for community dog park.,pending,2026-05-29,
/dog-parks/white-rock/,White Rock,British Columbia,Dog Parks in White Rock BC,Explore White Rock's top off-leash dog park and scenic trails. Discover where dogs can roam and play in this seaside BC city.,107,73,rules | officialSource | reviewedOn,White Rock British Columbia dog parks official | White Rock British Columbia off leash dog park official | White Rock British Columbia leash free dog park rules | White Rock municipal dog park bylaw,verified-official,https://www.whiterockcity.ca/799/Dogs-in-White-Rock,Dogs in White Rock - City of White Rock,official bylaw or animal services page,0.96,Official City of White Rock page linking off-leash park and dog bylaws.,pending,2026-05-29,
/dog-parks/winnipeg/,Winnipeg,Manitoba,Off-Leash Dog Parks in Winnipeg MB | LeashFree.ca,"Discover Winnipeg’s best off-leash dog parks. From fenced dog runs to scenic forest trails, explore safe and accessible spaces for your dog to play.",107,73,rules | officialSource | reviewedOn,Winnipeg Manitoba dog parks official | Winnipeg Manitoba off leash dog park official | Winnipeg Manitoba leash free dog park rules | Winnipeg municipal dog park bylaw,verified-official,https://legacy.winnipeg.ca/PublicWorks/Parks/off-leash-dog-areas-locations.stm,Off-leash dog area locations - City of Winnipeg,official dog park / off-leash area page,0.99,Official City of Winnipeg off-leash dog area locations page.,pending,2026-05-29,
/dog-parks/woodstock/,Woodstock,Ontario,Dog Parks in Woodstock Ontario | LeashFree.ca,"Discover leash-free dog parks in Woodstock, Ontario. Explore safe, fenced off-leash areas where your dog can run, play, and socialize.",107,73,rules | officialSource | reviewedOn,Woodstock Ontario dog parks official | Woodstock Ontario off leash dog park official | Woodstock Ontario leash free dog park rules | Woodstock municipal dog park bylaw,verified-official,https://www.cityofwoodstock.ca/recreation-culture/parks-trails-and-sports-fields/dog-parks/,Dog Parks - City of Woodstock,official dog park / off-leash area page,0.99,Official City of Woodstock dog parks page.,pending,2026-05-29,
/dog-parks/yarmouth/,Yarmouth,Nova Scotia,Yarmouth Off-Leash Dog Parks,"Discover the Yarmouth Dog Park in Nova Scotia – a fully fenced, two-zone dog park along the scenic Broad Brook Trail. Perfect for safe off-leash play.",107,73,officialSource | reviewedOn | parkListingGrid,Yarmouth Nova Scotia dog parks official | Yarmouth Nova Scotia off leash dog park official | Yarmouth Nova Scotia leash free dog park rules | Yarmouth municipal dog park bylaw,likely-official-needs-review,https://www.yarmouthandacadianshores.com/en/things-to-do/yarmouth-dog-park/,Yarmouth Dog Park - Yarmouth & Acadian Shores,official public facilities page,0.68,Official tourism/public facilities source with municipal context; verify preferred municipal source URL for long-term use.,pending,2026-05-29,
/dog-parks/montreal/,Montreal,Quebec,Montreal Dog Parks,"Discover the best dog parks in Montreal. Enjoy secure, fenced parcs à chiens where your pup can run, play, and socialize off-leash across boroughs.",107,73,seasonalTips | officialSource | reviewedOn,Montreal Quebec dog parks official | Montreal Quebec off leash dog park official | Montreal Quebec leash free dog park rules | Montreal municipal dog park bylaw,likely-official-needs-review,https://montreal.ca/sujets/chiens?arrondissement=AC,Chiens - Ville de Montr?al,official bylaw or animal services page,0.7,Official Ville de Montr?al dogs regulations page; borough-level dog-park listing source should be confirmed for city page.,pending,2026-05-29,
/dog-parks/bridgewater/,Bridgewater,Nova Scotia,"Off-Leash Dog Park in Bridgewater, NS","Visit Bridgewater’s fully fenced South Shore Vet Dog Zone for off-leash dog fun. Safe, clean, and community-supported dog park in Generations Active Park.",104,82,officialSource | reviewedOn,Bridgewater Nova Scotia dog parks official | Bridgewater Nova Scotia off leash dog park official | Bridgewater Nova Scotia leash free dog park rules | Bridgewater municipal dog park bylaw,verified-official,https://www.bridgewater.ca/facilities/parks-and-trails/south-shore-vet-dog-zone,South Shore Vet Dog Zone - Town of Bridgewater,official dog park / off-leash area page,0.98,Official Town of Bridgewater off-leash dog zone page.,pending,2026-05-29,
/dog-parks/kentville/,Kentville,Nova Scotia,"Off-Leash Dog Park in Kentville, NS","Discover Kentville's off-leash dog park located at 250 Park Street. A secure and welcoming space for dogs to run, play, and socialize freely.",104,82,officialSource | reviewedOn,Kentville Nova Scotia dog parks official | Kentville Nova Scotia off leash dog park official | Kentville Nova Scotia leash free dog park rules | Kentville municipal dog park bylaw,verified-official,https://kentville.ca/dogpark,Marshview Dog Park - Town of Kentville,official dog park / off-leash area page,0.99,Official Town of Kentville dog park page.,pending,2026-05-29,
/dog-parks/london/,London,Ontario,Find dog parks in London Onatio | Leashfree.ca,"Explore the best leash-free dog parks in London, Ontario. Discover safe, fenced off-leash spaces for your pup to run, play, and socialize year-round.",104,82,officialSource | reviewedOn,London Ontario dog parks official | London Ontario off leash dog park official | London Ontario leash free dog park rules | London municipal dog park bylaw,verified-official,https://london.ca/living-london/parks-facilities/parks/leash-dog-parks,Off-leash dog parks - City of London,official dog park / off-leash area page,0.99,Official City of London off-leash dog parks page.,pending,2026-05-29,
/dog-parks/sydney/,Sydney,Nova Scotia,"Off-Leash Dog Parks in Sydney, NS","Explore off-leash dog parks in Sydney, Nova Scotia. Find the best spaces for your dog to run, play, and socialize safely.",104,82,officialSource | reviewedOn,Sydney Nova Scotia dog parks official | Sydney Nova Scotia off leash dog park official | Sydney Nova Scotia leash free dog park rules | Sydney municipal dog park bylaw,likely-official-needs-review,https://cbrm.ns.ca/parks-recreation/parks-trails-green-spaces/,"Parks, Trails & Green Spaces - Cape Breton Regional Municipality",official parks and recreation page,0.66,Official CBRM parks page includes municipal dog-park references; Sydney-specific canonical page should be manually confirmed.,pending,2026-05-29,
/dog-parks/truro/,Truro,Nova Scotia,Off-Leash Dog Park in Truro,"Discover Truro’s fully fenced off-leash dog park in Bible Hill, Nova Scotia. Safe, clean, and perfect for dogs of all sizes with space to run and explore.",104,82,officialSource | reviewedOn,Truro Nova Scotia dog parks official | Truro Nova Scotia off leash dog park official | Truro Nova Scotia leash free dog park rules | Truro municipal dog park bylaw,human-review-required,,,,0.45,No clear current official Town of Truro off-leash dog park page found; requires manual verification against municipal records.,pending,2026-05-29,
/dog-parks/charleston-lake/,Charleston Lake,Ontario,Dog-Friendly Trails at Charleston Lake Ontario | LeashFree.ca,"Discover dog-friendly hiking trails at Charleston Lake, Ontario. While there’s no fenced dog park, dogs on leash are welcome to explore scenic park trails and lakeside routes.",82,73,rules | officialSource | reviewedOn,Charleston Lake Ontario dog parks official | Charleston Lake Ontario off leash dog park official | Charleston Lake Ontario leash free dog park rules | Charleston Lake municipal dog park bylaw,human-review-required,https://www.ontarioparks.ca/dogsatparks,Dogs at Ontario Parks,official public facilities page,0.52,"Official Ontario Parks dog policy found, but this route may represent provincial trail content rather than a city dog-park page; manual review required.",pending,2026-05-29,
/dog-parks/chilliwack/,Chilliwack,British Columbia,Dog Parks in Chilliwack BC | LeashFree.ca,"Explore off-leash dog parks in Chilliwack, BC. From fenced dog runs to scenic trails, discover the best places to exercise your dog in this outdoor-loving Fraser Valley city.",82,73,rules | officialSource | reviewedOn,Chilliwack British Columbia dog parks official | Chilliwack British Columbia off leash dog park official | Chilliwack British Columbia leash free dog park rules | Chilliwack municipal dog park bylaw,verified-official,https://www.chilliwack.com/main/page.cfm?id=2579,Dog Off-Leash Areas - City of Chilliwack,official dog park / off-leash area page,0.99,Official City of Chilliwack dog off-leash areas page.,pending,2026-05-29,
/dog-parks/kelowna/,Kelowna,British Columbia,Dog Parks in Kelowna BC | LeashFree.ca,"Explore the top off-leash dog parks in Kelowna BC. Find fenced play areas, dog-friendly beaches, and scenic trails perfect for active pets.",82,73,rules | officialSource | reviewedOn,Kelowna British Columbia dog parks official | Kelowna British Columbia off leash dog park official | Kelowna British Columbia leash free dog park rules | Kelowna municipal dog park bylaw,verified-official,https://www.kelowna.ca/parks-recreation/parks-beaches/dog-parks,Dog parks - City of Kelowna,official dog park / off-leash area page,0.99,Official City of Kelowna dog parks page.,pending,2026-05-29,
/dog-parks/st-catharines/,St. Catharines,Ontario,Dog Parks in St. Catharines | LeashFree.ca,"Discover the best leash-free dog parks in St. Catharines, Ontario. Explore safe, off-leash areas to let your dog run and play freely.",82,73,rules | officialSource | reviewedOn,St. Catharines Ontario dog parks official | St. Catharines Ontario off leash dog park official | St. Catharines Ontario leash free dog park rules | St. Catharines municipal dog park bylaw,verified-official,https://www.stcatharines.ca/en/recreation-and-leisure/leash-free-dog-parks.aspx,Leash-free Dog Parks - City of St. Catharines,official dog park / off-leash area page,0.99,Official City of St. Catharines leash-free dog parks page.,pending,2026-05-29,
/dog-parks/toronto/,Toronto,Ontario,Dog Parks in Toronto | LeashFree.ca,"Discover Toronto's top leash-free dog parks. Explore fenced, off-leash areas across the city where your dog can run and play safely.",82,73,rules | officialSource | reviewedOn,Toronto Ontario dog parks official | Toronto Ontario off leash dog park official | Toronto Ontario leash free dog park rules | Toronto municipal dog park bylaw,not-started,,,,,,pending,,
/dog-parks/vancouver/,Vancouver,British Columbia,Off Leash Dog Parks in Vancouver BC | LeashFree.ca,"Discover the best off leash dog parks in Vancouver, BC. From beaches to trails, explore over 30 designated leash-free areas for dogs in one of Canada’s most pet-friendly cities.",82,73,rules | officialSource | reviewedOn,Vancouver British Columbia dog parks official | Vancouver British Columbia off leash dog park official | Vancouver British Columbia leash free dog park rules | Vancouver municipal dog park bylaw,not-started,,,,,,pending,,
/dog-parks/calgary/,Calgary,Alberta,Off-Leash Dog Parks in Calgary | LeashFree.ca,"Discover Calgary’s best off-leash dog parks. From fenced enclosures to riverside trails and natural meadows, explore where your pup can roam free across the city.",79,82,officialSource | reviewedOn,Calgary Alberta dog parks official | Calgary Alberta off leash dog park official | Calgary Alberta leash free dog park rules | Calgary municipal dog park bylaw,not-started,,,,,,pending,,
/dog-parks/kitchener/,Kitchener,Ontario,Dog Parks in Kitchener | LeashFree.ca,"Explore leash-free dog parks in Kitchener, Ontario. Find fenced off-leash areas where your dog can play, exercise, and socialize safely.",79,82,officialSource | reviewedOn,Kitchener Ontario dog parks official | Kitchener Ontario off leash dog park official | Kitchener Ontario leash free dog park rules | Kitchener municipal dog park bylaw,not-started,,,,,,pending,,
/dog-parks/oakville/,Oakville,Ontario,"Dog Parks in Oakville, Ontario | Best Leash and leash Free Dog Parks","Explore the best off-leash dog parks in Oakville, Ontario. Find fenced and unfenced leash-free zones, parking, and dog-friendly trails where pets can run, play, and socialize safely.",79,82,officialSource | reviewedOn,Oakville Ontario dog parks official | Oakville Ontario off leash dog park official | Oakville Ontario leash free dog park rules | Oakville municipal dog park bylaw,not-started,,,,,,pending,,
/dog-parks/ottawa/,Ottawa,Ontario,Dog Parks in Ottawa | LeashFree.ca,"Discover the top leash-free dog parks in Ottawa. Explore fully fenced off-leash areas, wooded trails, and wide-open dog parks across the city.",79,82,officialSource | reviewedOn,Ottawa Ontario dog parks official | Ottawa Ontario off leash dog park official | Ottawa Ontario leash free dog park rules | Ottawa municipal dog park bylaw,not-started,,,,,,pending,,
