Business Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Category,Province,City,Street Address,Latitude,Longitude,Primary Website URL,Affiliate URL,Phone,Email,Instagram URL,Facebook URL,Google Maps Link,Short Description,Long Description,Hours,Service Tags,Featured Image,Gallery,Feature Rank,CTA Label,SEO Title,Meta Description,OG Title,OG Description
Hollybank Animal Hospital,hollybank-animal-hospital-milton,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928a7a876a342eb737b138c,false,false,Thu Nov 27 2025 19:34:00 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 19:34:00 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 19:35:19 GMT+0000 (Coordinated Universal Time),veterinarians,on,milton,"1030 Kennedy Circle, Unit 3i, Milton, Ontario L9T 0J9",,,https://www.hollybankanimalhospital.ca/,,(905) 864-0022,,,,https://www.google.com/maps?q=1030%20Kennedy%20Circle%20Unit%203i%20Milton%20Ontario%20L9T%200J9,"Companion animal hospital in south Milton offering wellness care, surgery, dentistry, and medical services for dogs, cats, and small pets.","<p id=""""><strong id="""">Hollybank Animal Hospital</strong> is a companion animal practice serving the growing neighbourhoods in south Milton. The clinic provides preventive care, vaccinations, diagnostics, surgery, dentistry, and nutritional counselling for dogs, cats, and small exotic pets such as rabbits and guinea pigs. With a focus on client education and long-term relationships, the team works with families to design care plans that fit each pet’s needs and lifestyle. Hollybank Animal Hospital operates alongside its sister clinic in Mississauga to give pet owners flexible options for appointments and follow-up care.</p><p id="""">(Information verified via Hollybank Animal Hospital official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Hollybank Animal Hospital – Veterinarian in Milton,"Hollybank Animal Hospital in south Milton offers veterinary care, surgery, dentistry, and wellness services for dogs, cats, and small companion animals.",Hollybank Animal Hospital | Milton Vet Clinic,"Discover Hollybank Animal Hospital, a south Milton veterinary clinic providing wellness care, surgery, dentistry, and medical services for family pets."
Humber Bay Veterinary Hospital,humber-bay-veterinary-hospital,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928bed7dd648fe6bee173bb,false,false,Thu Nov 27 2025 21:12:55 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 21:12:55 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,etobicoke,"2139 Lake Shore Boulevard West, Etobicoke, Ontario M8V 0B3",,,https://humberbayvethospital.ca/,,(647) 479-7719,,,,https://www.google.com/maps?q=2139%20Lake%20Shore%20Boulevard%20West%2C%20Etobicoke%2C%20Ontario%20M8V%200B3,Modern veterinary hospital serving the Humber Bay Shores community.,"<p id=""""><strong id="""">Humber Bay Veterinary Hospital</strong> provides wellness exams, diagnostics, surgery, dentistry, and preventive care for pets in the Humber Bay Shores neighbourhood. (Information verified via Humber Bay Veterinary Hospital official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Humber Bay Veterinary Hospital – Veterinarian in Humber Bay Shores,"Humber Bay Veterinary Hospital offers full-service veterinary care for dogs and cats in Humber Bay Shores, Etobicoke.",Humber Bay Veterinary Hospital | Etobicoke Vet Clinic,"Learn about Humber Bay Veterinary Hospital, serving the pets of Humber Bay Shores."
It Takes a Village Dog Rescue,it-takes-a-village-dog-rescue,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,68fc3cb76243b19ff7007581,false,false,Sat Oct 25 2025 02:57:59 GMT+0000 (Coordinated Universal Time),Sat Oct 25 2025 02:58:05 GMT+0000 (Coordinated Universal Time),Sat Oct 25 2025 03:42:18 GMT+0000 (Coordinated Universal Time),animal-shelters-and-rescues,on,st-catharines,"45 Cushman Road, Unit 108, St. Catharines, Ontario L2M 6S9",43.1742,-79.2114,https://ittakesavillagedogrescue.com,,1 (289) 696-5730,adopt@ittakesavillagedogrescue.com,,,,A volunteer-run rescue organization committed to helping at-risk and homeless dogs across Ontario find loving homes.,"<p>It Takes a Village Dog Rescue is a St. Catharines-based, non-profit organization dedicated to rescuing, rehabilitating, and rehoming dogs in need across Ontario. Operated entirely by volunteers, the rescue works with shelters, fosters, and community partners to give vulnerable dogs a second chance. Their compassionate team ensures each dog receives proper care, medical attention, and the opportunity to thrive in a safe, loving environment. (Information verified via It Takes a Village Dog Rescue official website.)</p>",<p>See website for hours.</p>,,https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fc3cb207f43a9a93311bc5_volunteer-greeting-happy-rescue-dog-at-st-catharines-rescue.jpg,,0,Visit Website,It Takes a Village Dog Rescue – Dog Adoption & Rescue in St. Catharines,"Discover adoptable dogs through It Takes a Village Dog Rescue, a volunteer-run organization helping dogs across Ontario find safe and loving homes.",,
James Snow Animal Hospital,james-snow-animal-hospital,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,69289fcc174b3b97fd510769,false,false,Thu Nov 27 2025 19:00:28 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 19:00:30 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 19:35:19 GMT+0000 (Coordinated Universal Time),veterinarians,on,milton,"10220 Derry Road, Unit 106, Milton, Ontario L9T 7J3",43.52558,-79.84988,https://www.jamessnowvet.com/,,1 (905) 864-9909,mailto:info@jamessnowvet.com,https://www.instagram.com/jamessnowanimalhospital/,https://www.facebook.com/JamesSnowVet/,,"Modern veterinary hospital in Milton providing wellness, diagnostic, surgical, and dental care for dogs and cats seven days a week.","<div data-rt-embed-type='true'><p><strong>James Snow Animal Hospital</strong> offers full-service veterinary care for dogs and cats, including preventive health exams, diagnostics, dentistry, and surgery. Open seven days a week, the clinic focuses on convenience and compassionate, individualized care for every patient.</p>
<p>Their modern facility features advanced diagnostic tools and a dedicated medical team committed to maintaining each pet’s long-term health and comfort.</p>
<p><em>Information verified via the clinic’s official website.</em></p></div>","<p id="""">Mon – Fri: 8:00 AM – 7:00 PM<br>Sat: 9:00 AM – 5:00 PM<br>Sun: 9:00 AM – 3:00 PM</p>",,,,,Visit Website,"James Snow Animal Hospital – Veterinarian in Milton, Ontario","James Snow Animal Hospital provides full-service veterinary care seven days a week, including exams, surgery, and dentistry for dogs and cats in Milton.",James Snow Animal Hospital | Milton Vet Clinic,Modern veterinary hospital in Milton offering comprehensive care for dogs and cats every day of the week.
James Snow Animal Hospital,james-snow-animal-hospital-milton,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928a8991eadc95a6ec62179,false,false,Thu Nov 27 2025 19:38:01 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 19:58:39 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,milton,"71 James Snow Parkway North, Unit F3, Milton, Ontario L9E 0H2",,,https://www.jamessnowvet.com/,,(905) 864-9909,,,,https://www.google.com/maps?q=71%20James%20Snow%20Parkway%20North%20Unit%20F3%20Milton%20Ontario%20L9E%200H2,"Full-service veterinary clinic in east Milton providing preventive care, surgery, dentistry, and urgent care for pets.","<p id=""""><strong id="""">James Snow Animal Hospital</strong> is a full-service veterinary clinic located near the corner of Main Street East and James Snow Parkway in Milton. The hospital provides a wide range of services for dogs and cats, including routine wellness visits, vaccinations, internal medicine, surgery, digital radiology, dentistry, and laboratory testing. Open seven days a week, the clinic is designed to offer convenient access to veterinary care for busy families while maintaining a welcoming, client-focused environment. The team at James Snow Animal Hospital emphasizes clear communication and detailed home-care instructions so pet owners understand each stage of their pet’s treatment.</p><p id="""">(Information verified via James Snow Animal Hospital official website and Milton business directory listings.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,James Snow Animal Hospital – Veterinarian in Milton,"James Snow Animal Hospital in Milton, Ontario provides full-service veterinary care, including wellness exams, surgery, dentistry, diagnostics, and extended-hours appointments for family pets.",James Snow Animal Hospital | Milton Vet Clinic,"Discover James Snow Animal Hospital, an east Milton veterinary clinic offering comprehensive medical, surgical, and preventive care with extended hours for local pets."
Long Branch Animal Clinic,long-branch-animal-clinic,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928bed742fac2afb0c5d937,false,false,Thu Nov 27 2025 21:12:55 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 21:12:55 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,etobicoke,"3459 Lake Shore Boulevard West, Etobicoke, Ontario M8W 1N2",,,https://www.longbranchanimalclinic.com/,,(416) 251-6787,info@lbac.ca,,,https://www.google.com/maps?q=3459%20Lake%20Shore%20Boulevard%20West%2C%20Etobicoke%2C%20Ontario%20M8W%201N2,Neighbourhood animal clinic providing veterinary care in Long Branch.,"<p id=""""><strong id="""">Long Branch Animal Clinic</strong> offers wellness care, diagnostics, dentistry, and surgical services for pets in the Long Branch community. (Information verified via Long Branch Animal Clinic official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Long Branch Animal Clinic – Veterinarian in Long Branch Etobicoke,Long Branch Animal Clinic provides veterinary services for pets in the Long Branch area of Etobicoke.,Long Branch Animal Clinic | Etobicoke Vet,"Discover Long Branch Animal Clinic, serving dogs and cats in the Long Branch community."
Lorne Park Animal Hospital,lorne-park-animal-hospital-mississauga,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928af0885c14c8c6d63a95f,false,false,Thu Nov 27 2025 20:05:28 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 20:32:45 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,mississauga,"1107 Lorne Park Road, Unit 16, Mississauga, Ontario L5H 3A1",,,https://myownvets.com/,,(905) 990-8387,,,,https://www.google.com/maps?q=1107%20Lorne%20Park%20Road%2C%20Unit%2016%2C%20Mississauga%2C%20Ontario%20L5H%203A1,Neighbourhood veterinary hospital in Lorne Park providing preventive and medical care for pets.,"<p id=""""><strong id="""">Lorne Park Animal Hospital</strong> offers veterinary services for dogs and cats in the Lorne Park and Clarkson communities of south Mississauga. The hospital provides examinations, vaccinations, dentistry, diagnostics, surgery, and preventive health programs tailored to each pet.</p><p id="""">(Information verified via Lorne Park Animal Hospital official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Lorne Park Animal Hospital – Veterinarian in Lorne Park Mississauga,"Lorne Park Animal Hospital provides preventive, medical, and surgical care for pets in the Lorne Park and Clarkson areas of Mississauga.",Lorne Park Animal Hospital | Lorne Park Mississauga Vet Clinic,"Discover Lorne Park Animal Hospital, a neighbourhood veterinary clinic serving dogs and cats in south Mississauga."
Loved at Last Dog Rescue,loved-at-last-dog-rescue,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,68fbfe5e7e5b22b14cb8049d,false,false,Fri Oct 24 2025 22:31:58 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 22:34:08 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 22:37:27 GMT+0000 (Coordinated Universal Time),animal-shelters-and-rescues,bc,vancouver,"3030 Main Street, Vancouver, British Columbia V5T 3G5",49.2606,-123.1025,https://www.lovedatlastdogrescue.ca,,Not publicly listed,lovedatlastdogrescue@gmail.com,,,,A volunteer-based rescue helping dogs from around the world find safe and loving homes in British Columbia.,"<p id="""">Loved at Last Dog Rescue is a Vancouver-based, volunteer-driven organization committed to giving homeless and abused dogs a second chance at life. Partnering with international rescue groups, they bring dogs from regions with high stray populations to foster and adoptive homes throughout British Columbia. Their mission focuses on compassion, education, and responsible pet ownership, ensuring every dog is truly “loved at last.” (Information verified via Loved at Last Dog Rescue official website.)</p>","<p id="""">See website for hours.</p><p>‍</p>",,https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fbfedceb82e8017067a6c5_volunteer-greeting-rescue-dog-at-vancouver-foster-home.jpg,,0,Visit Website,Loved at Last Dog Rescue – Dog Adoption & Rescue in Vancouver,"Find adoptable dogs through Loved at Last Dog Rescue, connecting rescued dogs from around the world with caring homes in British Columbia.",,
Mainview Animal Hospital,mainview-animal-hospital-milton,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928a7a8a9782b5fda255e67,false,false,Thu Nov 27 2025 19:34:00 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 19:34:00 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 19:35:19 GMT+0000 (Coordinated Universal Time),veterinarians,on,milton,"17 Wilson Drive, Milton, Ontario L9T 3J7",43.5230967,-79.8725932,https://www.mainviewanimalhospital.ca/,,(905) 875-3777,mainviewanimalhospital@gmail.com,,,https://www.google.com/maps?q=17%20Wilson%20Drive%20Milton%20Ontario%20L9T%203J7,"Neighbourhood veterinary clinic in central Milton providing wellness, medical, and surgical care for family pets.","<p id=""""><strong id="""">Mainview Animal Hospital</strong> is a centrally located veterinary clinic on Wilson Drive serving dogs and cats in the Milton community. The practice provides routine wellness exams, vaccinations, diagnostics, dentistry, and surgery, along with tailored treatment plans for chronic conditions. Mainview’s team focuses on practical, compassionate care, helping pet owners understand test results, medication plans, and follow-up needs. Convenient parking and a neighbourhood setting make the clinic an accessible option for local families seeking a primary care vet.</p><p id="""">(Information verified via Mainview Animal Hospital official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Mainview Animal Hospital – Veterinarian in Milton,"Mainview Animal Hospital in Milton, Ontario provides wellness care, diagnostics, surgery, and dental services for dogs and cats in the surrounding neighbourhoods.",Mainview Animal Hospital | Milton Vet Clinic,"Discover Mainview Animal Hospital, a central Milton veterinary clinic offering wellness, medical, and surgical care for local dogs and cats."
Martin Veterinary Hospital,martin-veterinary-hospital,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928b8ec60ec0872cb429b43,false,false,Thu Nov 27 2025 20:47:40 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 20:47:40 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,etobicoke,"5460 Dundas Street West, Etobicoke, Ontario M9B 1B4",,,https://martinvet.ca/,,(416) 239-7709,mvh@martinvet.ca,,,https://www.google.com/maps?q=5460%20Dundas%20Street%20West%2C%20Etobicoke%2C%20Ontario%20M9B%201B4,AAHA-accredited veterinary hospital serving Etobicoke pets.,"<p id=""""><strong id="""">Martin Veterinary Hospital</strong> provides veterinary care including surgery, diagnostics, dentistry, and preventive health services. (Information verified via Martin Veterinary Hospital official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Martin Veterinary Hospital – Veterinarian in Etobicoke,"Martin Veterinary Hospital offers accredited veterinary services including dentistry, surgery, and diagnostics.",Martin Veterinary Hospital | Etobicoke Vet Clinic,"Discover Martin Veterinary Hospital, offering full-service veterinary care for pets."
Mavis Road Animal Clinic,mavis-road-animal-clinic-mississauga,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928af07888f401a6198f82c,false,false,Thu Nov 27 2025 20:05:27 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 20:32:45 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,mississauga,"3095 Wolfedale Road, Unit 1, Mississauga, Ontario L5C 1V8",,,http://www.mavisroadanimal.ca/,,(905) 275-2782,,,,https://www.google.com/maps?q=3095%20Wolfedale%20Road%2C%20Unit%201%2C%20Mississauga%2C%20Ontario%20L5C%201V8,Veterinary clinic near Mavis Road and Wolfedale Road offering medical and preventive care for pets.,"<p id=""""><strong id="""">Mavis Road Animal Clinic</strong> provides veterinary care for dogs and cats in central Mississauga near Mavis Road and Wolfedale Road. Services include routine exams, vaccinations, diagnostics, surgery, and other treatments aimed at supporting everyday health and managing illness.</p><p id="""">(Information verified via Mavis Road Animal Clinic official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Mavis Road Animal Clinic – Veterinarian in Central Mississauga,"Mavis Road Animal Clinic offers wellness exams, diagnostics, and surgery for dogs and cats near Mavis Road and Wolfedale Road in Mississauga.",Mavis Road Animal Clinic | Central Mississauga Vet Clinic,"Discover Mavis Road Animal Clinic, a neighbourhood veterinary clinic serving pets in central Mississauga."
McCleary Animal Hospital,mccleary-animal-hospital-mississauga,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928ab40a9782b5fda261393,false,false,Thu Nov 27 2025 19:49:20 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 19:58:39 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,mississauga,"981 Clarkson Road South, Mississauga, Ontario L5J 2V8",,,https://www.mcclearyanimalhospital.com/,,(905) 822-1644,info@mcclearyanimalhospital.com,,,https://www.google.com/maps?q=981%20Clarkson%20Road%20South%2C%20Mississauga%2C%20Ontario%20L5J%202V8,"Veterinary hospital in Clarkson providing wellness care, diagnostics, surgery, and dentistry for dogs and cats.","<p id=""""><strong id="""">McCleary Animal Hospital</strong> is a community-focused veterinary clinic in the Clarkson area of south Mississauga. The hospital provides wellness and vaccination programs, diagnostics, surgery, dental care, and treatment for acute and chronic conditions affecting dogs and cats. Its team takes a proactive approach to preventive medicine, emphasizing regular checkups and early intervention to support long-term health. With convenient access from Lakeshore Road and Southdown Road, McCleary Animal Hospital serves pet owners in Clarkson, Lorne Park, and nearby neighbourhoods.</p><p id="""">(Information verified via McCleary Animal Hospital official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,McCleary Animal Hospital – Veterinarian in Mississauga,"McCleary Animal Hospital in south Mississauga offers veterinary services for dogs and cats, including wellness care, diagnostics, surgery, and dental treatments.",McCleary Animal Hospital | Mississauga Vet Clinic,"Discover McCleary Animal Hospital, a Clarkson-area veterinary clinic providing proactive preventive and medical care for local pets."
Meadowvale Animal Clinic,meadowvale-animal-clinic-mississauga,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928af07b3e2671524929308,false,false,Thu Nov 27 2025 20:05:27 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 20:32:45 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,mississauga,"6040 Glen Erin Drive, Mississauga, Ontario L5N 3M4",,,https://www.meadowvaleanimalclinic.com/,,(905) 826-5062,meadowvale@glenerinanimalhospital.com,,,https://www.google.com/maps?q=6040%20Glen%20Erin%20Drive%2C%20Mississauga%2C%20Ontario%20L5N%203M4,AAHA-accredited veterinary clinic in Meadowvale providing care for dogs and cats.,"<p id=""""><strong id="""">Meadowvale Animal Clinic</strong> is an AAHA-accredited and Cat Friendly Certified veterinary hospital serving pets in the Meadowvale community of north Mississauga. The clinic provides wellness care, diagnostics, dentistry, surgery, and preventive services with an emphasis on low-stress handling and client education.</p><p id="""">(Information verified via Meadowvale Animal Clinic official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Meadowvale Animal Clinic – Veterinarian in Meadowvale Mississauga,"Meadowvale Animal Clinic provides AAHA-accredited veterinary care, including wellness, dentistry, and surgery, for pets in the Meadowvale area of Mississauga.",Meadowvale Animal Clinic | Meadowvale Mississauga Vet Clinic,"Learn about Meadowvale Animal Clinic, an AAHA-accredited veterinary clinic serving dogs and cats in north Mississauga."
Mississauga Animal Hospital,mississauga-animal-hospital,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928ab407237f30ba09e4bb9,false,false,Thu Nov 27 2025 19:49:20 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 19:58:39 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,mississauga,"365 Dundas Street East, Mississauga, Ontario L5A 1X3",,,https://www.mississaugaanimalhospital.ca/,,(905) 270-4784,,,,https://www.google.com/maps?q=365%20Dundas%20Street%20East%2C%20Mississauga%2C%20Ontario%20L5A%201X3,"Full-service companion animal hospital on Dundas Street East providing medical, surgical, and preventive care for Mississauga pets.","<p id=""""><strong id="""">Mississauga Animal Hospital</strong> is a well-established veterinary clinic on Dundas Street East that provides complete medical care for dogs and cats. Services include wellness exams, vaccinations, diagnostic testing, surgery, dentistry, and ongoing preventive care to support pets at every life stage. The hospital focuses on making visits as low-stress as possible while giving owners clear information about diagnoses, treatment options, and home care. With decades of experience serving local families, Mississauga Animal Hospital is a convenient primary care option for pet owners across central Mississauga.</p><p id="""">(Information verified via Mississauga Animal Hospital official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Mississauga Animal Hospital – Veterinarian in Mississauga,"Mississauga Animal Hospital on Dundas Street East provides full-service veterinary care, including exams, diagnostics, surgery, and dentistry for dogs and cats in Mississauga.",Mississauga Animal Hospital | Mississauga Vet Clinic,"Learn about Mississauga Animal Hospital, a full-service veterinary hospital offering medical, surgical, and preventive care for pets in central Mississauga."
Montreal SPCA,montreal-spca,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,68fbdf00c83a5e8b9f47f89e,false,false,Fri Oct 24 2025 20:18:08 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 20:21:05 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 22:37:27 GMT+0000 (Coordinated Universal Time),animal-shelters-and-rescues,qc,montreal,"5215 Jean-Talon Street West, Montréal, Quebec H4P 1X4",45.4956,-73.6651,https://www.spca.com,,1 (514) 735-2711,info@spca.com,,,,"Provides animal rescue, adoption, and protection services for pets across Montréal and surrounding regions.","<p>The Montreal SPCA is one of Canada’s oldest and most recognized animal welfare organizations, dedicated to protecting animals and promoting compassionate care. Through adoption programs, cruelty investigations, veterinary services, and community education, the SPCA helps thousands of animals each year find safety and loving homes. Their mission extends beyond sheltering, focusing on animal rights advocacy and responsible guardianship throughout Quebec. (Information verified via Montreal SPCA official website.)</p>",<p>Monday–Sunday 10 AM – 6 PM</p>,,https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fbdfaccfac6f2d5c374eb5_volunteer-caring-for-rescue-dog-at-montreal-spca-shelter.jpg,,0,Visit Website,Montreal SPCA – Dog Adoption & Rescue in Montréal,"Adopt a dog or support animal rescue efforts at the Montreal SPCA, providing compassionate care and advocacy for pets across Quebec.",,
Niagara Dog Rescue,niagara-dog-rescue,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,68fbdc99a4ce8c1e504d55d0,false,false,Fri Oct 24 2025 20:07:53 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 20:10:04 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 22:37:27 GMT+0000 (Coordinated Universal Time),animal-shelters-and-rescues,on,niagara-falls,"4865 St. Lawrence Avenue, Niagara Falls, Ontario L2E 3Y1",43.1045,-79.0673,https://www.niagaradogrescue.com,,1 (289) 271-8898,info@niagaradogrescue.com,,,,Volunteer-run organization dedicated to saving dogs from high-risk shelters and finding them loving homes across Ontario.,"<p>Niagara Dog Rescue is a volunteer-driven, non-profit organization based in Niagara Falls, Ontario, dedicated to rescuing dogs from overcrowded shelters and unsafe environments. Through a strong foster network, the group provides medical care, rehabilitation, and adoption services to help each dog find a safe, permanent home. Their compassionate team partners with communities and shelters across North America to give at-risk dogs a second chance at life. (Information verified via Niagara Dog Rescue official website.)</p>",<p>See website for hours.</p>,,https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fbdd168b3b34ef6bec463c_volunteer-comforting-rescued-dog-at-niagara-animal-shelter.jpg,,0,Visit Website,Niagara Dog Rescue – Dog Adoption & Rescue in Niagara Falls,"Find adoptable dogs and foster opportunities at Niagara Dog Rescue, helping dogs across Ontario find safe and loving homes.",,
Niagara SPCA and Humane Society,niagara-spca-and-humane-society,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,68fc00ac40cd3ca2ec31fb44,false,false,Fri Oct 24 2025 22:41:48 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 22:45:10 GMT+0000 (Coordinated Universal Time),Sat Oct 25 2025 02:43:28 GMT+0000 (Coordinated Universal Time),animal-shelters-and-rescues,on,niagara-falls,"6025 Chippawa Parkway, Niagara Falls, Ontario L2G 0E6",43.0549,-79.0941,https://niagaraspca.com,,1 (905) 356-4404,info@niagaraspca.com,,,,"Provides shelter, adoption, and community support programs for animals across the Niagara Region.","<p>The Niagara SPCA and Humane Society is dedicated to providing compassionate care and protection for animals in need across the Niagara Region. With facilities in Niagara Falls and Welland, the organization offers adoption services, animal welfare education, and programs that strengthen the bond between people and pets. Their team works tirelessly to rescue, rehabilitate, and rehome animals while promoting responsible guardianship. (Information verified via Niagara SPCA official website.)</p>",<p>Monday–Saturday 10 AM – 5 PM (closed Sundays)</p>,,https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fc0171ee6826ba269d0346_volunteer-walking-rescue-dog-outside-niagara-spca-shelter.jpg,,0,Visit Website,Niagara SPCA and Humane Society – Dog Adoption & Rescue in Niagara Falls,"Adopt a dog or support animal rescue through the Niagara SPCA and Humane Society, serving Niagara Falls and surrounding communities with care and compassion.",,
Oakville Animal Clinic,oakville-animal-clinic,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,69022a8bdd91351ab5a0b195,false,false,Wed Oct 29 2025 14:54:03 GMT+0000 (Coordinated Universal Time),Wed Oct 29 2025 15:27:00 GMT+0000 (Coordinated Universal Time),Wed Oct 29 2025 15:29:59 GMT+0000 (Coordinated Universal Time),veterinarians,,oakville,"218 Kerr Street, Oakville, Ontario L6K 3A8",43.43905,-79.68390,https://www.oakvilleanimalclinic.com,,(905) 845-1551,info@oakvilleanimalclinic.com,https://www.instagram.com/oakvilleanimalclinic/,https://www.facebook.com/OakvilleAnimalClinic/,https://www.google.com/maps?q=218%20Kerr%20Street%2C%20Oakville%2C%20Ontario%20L6K%203A8,"Trusted Oakville veterinary clinic providing preventive care, diagnostics, and surgery for dogs and cats.","<p id=""""><strong id="""">Oakville Animal Clinic</strong> has served pet families in Oakville for over 40 years. Their experienced veterinarians provide comprehensive medical, dental, and surgical care in a warm and friendly setting. Services include wellness exams, vaccinations, diagnostics, surgery, and client education programs focused on preventive health.</p><p id="""">Located in Kerr Village, the clinic emphasizes compassionate treatment, personalized care, and clear communication with every pet owner.</p><p id=""""><em id="""">Information verified via the clinic’s official website.</em></p>",<p>Mon–Fri: 8:00 AM – 6:00 PM; Sat: 8:00 AM – 1:00 PM; Sun: Closed</p>,,,,100,Visit Website,"Oakville Animal Clinic – Veterinarian in Oakville, Ontario","Visit Oakville Animal Clinic for trusted veterinary care in Kerr Village. Offering wellness exams, diagnostics, and surgery for dogs and cats.",Oakville Animal Clinic | Oakville Veterinarian,"Caring veterinary clinic in Oakville offering comprehensive medical, dental, and surgical care for pets."
