priority,collection,item_name,item_slug,field_name,current_page_path,original_webflow_url,current_status,reason,owner_action_needed
"safe_to_launch_with_placeholder","Dog Parks","Oak Meadows Park","oak-meadows-dog-park","Media","/dog-parks/oak-meadows-dog-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6130c1a241f2ffa462_weimaraners-in-sunny-dog-park-grassy-field.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Oakcrest Parkette","oakcrest-parkette","Media","/dog-parks/oakcrest-parkette/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6842d8165d5745ba279835ba_Oakcrest%20Parkette.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Palermo Park","palermo-park","Media","/dog-parks/palermo-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/684076d71ab44f790a326243_Palermo%20Park.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Pandora Park","pandora-dog-park-vancouver","Media","/dog-parks/pandora-dog-park-vancouver/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6da378932f0d55bef8_border-collie-in-open-grassy-dog-park.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Pathfinder Park","pathfinder-park","Media","/dog-parks/pathfinder-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a055df5ba14b9bfccd231_Pathfinder%20Park.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Post Park","post-park","Media","/dog-parks/post-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/684079a0afaf0bcbff6abae8_post-park.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Queen Elizabeth Park","queen-elizabeth-dog-park","Media","/dog-parks/queen-elizabeth-dog-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6da378932f0d55bef8_border-collie-in-open-grassy-dog-park.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Queensland Off-Leash Area","queensland-off-leash-area","Media","/dog-parks/queensland-off-leash-area/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683b1bf500277777e67e6c35_queensland-off-leash-area-calgary-leash-free-dog-park.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Quenippenon Meadows Leash Free Park","quenippenon-park","Media","/dog-parks/quenippenon-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6840b3fd55f51e1e45c6ab08_Quenippenon%20Meadows%20Leash-Free%20Zone.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Quilchena Park","quilchena-dog-park","Media","/dog-parks/quilchena-dog-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf905e0c4fbbb9bdd02a_dog-park-pathway-with-dog-and-trees.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Renfrew Community Park","renfrew-community-dog-park","Media","/dog-parks/renfrew-community-dog-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfdbc135317971c008bc_dog-park-urban-setting-with-people-and-dogs.jpg.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Roly Bird Park","roly-bird-park","Media","/dog-parks/roly-bird-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a06353c1b5af014f731c6_Roly%20Bird%20Park%20%E2%80%93%20Leash-Free%20Dog%20Area.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Sandy Bruce Park","sandy-bruce-park","Media","/dog-parks/sandy-bruce-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6842e1d3c55e0c5c2669d752_Sandy%20Bruce%20Park.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Seton Off-Leash Area","seton-off-leash-area","Media","/dog-parks/seton-off-leash-area/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683b1c43a11eceb6869e9282_seton-off-leash-area-calgary-leash-free-dog-park.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Shell Dog Park","shell-dog-park","Media","/dog-parks/shell-dog-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68407b11ec421a44b2fdfbc9_Shell%20Dog%20Park.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Sherwood Park","sherwood-park","Media","/dog-parks/sherwood-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6842e3a7bb02af480fcc825c_Walking%20trails%20in%20Sherwood%20Park.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Sixteen Mile Sports Complex","sixteen-mile-sports-complex","Media","/dog-parks/sixteen-mile-sports-complex/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68405db71d5f8193ff7f7474_Sixteen%20Mile%20Sports%20Complex.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Spanish Banks Park","spanish-banks-dog-park-vancouver","Media","/dog-parks/spanish-banks-dog-park-vancouver/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf9fe489f2f6a3b7d375_dog-park-open-space-with-dog-on-grass.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Sparwood Park","sparwood-dog-park-vancouver","Media","/dog-parks/sparwood-dog-park-vancouver/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf8248d43e4eb440ee42_golden-retriever-in-forest-edge-dog-park.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Stan Wadlow Park","stan-wadlow-park","Media","/dog-parks/stan-wadlow-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6841f489e2c5bec6942da7fb_Stan%20Wadlow%20Park%20Leash%20Free.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Stanley Park","stanley-dog-park","Media","/dog-parks/stanley-dog-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf905e0c4fbbb9bdd02a_dog-park-pathway-with-dog-and-trees.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Strathcona Park","strathcona-dog-park","Media","/dog-parks/strathcona-dog-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf8248d43e4eb440ee42_golden-retriever-in-forest-edge-dog-park.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Sunrise Park","sunrise-dog-park-vancouver","Media","/dog-parks/sunrise-dog-park-vancouver/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6130c1a241f2ffa462_weimaraners-in-sunny-dog-park-grassy-field.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Sunset Beach","sunset-beach-dog-park","Media","/dog-parks/sunset-beach-dog-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf905e0c4fbbb9bdd02a_dog-park-pathway-with-dog-and-trees.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Sunset Park","sunset-dog-park-vancouver","Media","/dog-parks/sunset-dog-park-vancouver/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf905e0c4fbbb9bdd02a_dog-park-pathway-with-dog-and-trees.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Tecumseh Park","tecumseh-dog-park","Media","/dog-parks/tecumseh-dog-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6130c1a241f2ffa462_weimaraners-in-sunny-dog-park-grassy-field.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Totoredaca Dog Park","totoredaca-dog-park","Media","/dog-parks/totoredaca-dog-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6840b268d245de2f3ad3a732_Totoredaca%20Dog%20Park.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Valdez Park","valdez-dog-park","Media","/dog-parks/valdez-dog-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6da378932f0d55bef8_border-collie-in-open-grassy-dog-park.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Varsity Estates Park","varsity-estates-park","Media","/dog-parks/varsity-estates-park/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a5e1c8e482b390ba3cfc4_varsity-estates-park-sign.png","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Warden Woods","warden-woods","Media","/dog-parks/warden-woods/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6842d5f9f643bafba72bb0ff_Warden%20Woods%20Park.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"safe_to_launch_with_placeholder","Dog Parks","Wildwood Crescent Playground","wildwood-crescent-playground","Media","/dog-parks/wildwood-crescent-playground/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6842dd15f643bafba730128c_Wildwood%20Crescent%20Playground%20dogs%20off-leash%20area.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Average Vet Costs in Canada","average-vet-costs-in-canada","Rich Text Body","/blog/average-vet-costs-in-canada/","https://www.canadianveterinarians.net","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Average Vet Costs in Canada","average-vet-costs-in-canada","Rich Text Body","/blog/average-vet-costs-in-canada/","https://ovc.uoguelph.ca","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Average Vet Costs in Canada","average-vet-costs-in-canada","Rich Text Body","/blog/average-vet-costs-in-canada/","https://trupanion.com/canada","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Average Vet Costs in Canada","average-vet-costs-in-canada","Rich Text Body","/blog/average-vet-costs-in-canada/","https://www.statista.com","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dog Leashes for Hiking in Canada: Tested on Trails","best-dog-leashes-for-hiking-in-canada","Rich Text Body","/blog/best-dog-leashes-for-hiking-in-canada/","https://rockymountaindog.ca/?ref=ladlcphb","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dog Leashes for Hiking in Canada: Tested on Trails","best-dog-leashes-for-hiking-in-canada","Rich Text Body","/blog/best-dog-leashes-for-hiking-in-canada/","https://rockymountaindog.ca/?ref=ladlcphb","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/cavalier-king-charles-spaniel","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/havanese","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/french-bulldog","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/shih-tzu","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/cocker-spaniel","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/basset-hound","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/whippet","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/miniature-schnauzer","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/cavapoo","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/maltipoo","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/labradoodle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/havapoo-poovanese","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/basenji","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/greyhound","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/bugg-pugston","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/dog-breeds/chow-chow","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Dogs for Apartment Living in Canada","best-dogs-for-apartment-living-in-canada","Rich Text Body","/blog/best-dogs-for-apartment-living-in-canada/","https://leashfree.ca/breed-groups/non-sporting-dogs","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/labrador-retriever","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-names/golden-retriever-dog-names","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/nova-scotia-duck-tolling-retriever","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/bernese-mountain-dog","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/boxer","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/newfoundland","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/australian-shepherd","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/border-collie","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/shetland-sheepdog","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/beagle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/basset-hound","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/whippet","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/cavalier-king-charles-spaniel","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/havanese","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/maltese","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/goldendoodle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/labradoodle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Family Dogs in Canada","best-family-dogs-in-canada","Rich Text Body","/blog/best-family-dogs-in-canada/","https://leashfree.ca/dog-breeds/cavapoo","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Fresh Dog Food for Labrador Retrievers in Canada","best-fresh-dog-food-for-labrador-retrievers-in-canada","Rich Text Body","/blog/best-fresh-dog-food-for-labrador-retrievers-in-canada/","https://www.nutricanine.ca/LeashFree","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Fresh Dog Food for Labrador Retrievers in Canada","best-fresh-dog-food-for-labrador-retrievers-in-canada","Rich Text Body","/blog/best-fresh-dog-food-for-labrador-retrievers-in-canada/","https://www.nutricanine.ca/LeashFree</a></p><h3","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Fresh Dog Food for Labrador Retrievers in Canada","best-fresh-dog-food-for-labrador-retrievers-in-canada","Rich Text Body","/blog/best-fresh-dog-food-for-labrador-retrievers-in-canada/","https://leashfree.ca/ontario-dog-parks","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Fresh Dog Food for Labrador Retrievers in Canada","best-fresh-dog-food-for-labrador-retrievers-in-canada","Rich Text Body","/blog/best-fresh-dog-food-for-labrador-retrievers-in-canada/","https://www.nutricanine.ca/LeashFree","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Hypoallergenic Dog Breeds for Canadian Families","best-hypoallergenic-dog-breeds-canadian-families","Rich Text Body","/blog/best-hypoallergenic-dog-breeds-canadian-families/","https://leashfree.ca/dog-breeds/poodle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Hypoallergenic Dog Breeds for Canadian Families","best-hypoallergenic-dog-breeds-canadian-families","Rich Text Body","/blog/best-hypoallergenic-dog-breeds-canadian-families/","https://leashfree.ca/dog-breeds/bichon-frise","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Hypoallergenic Dog Breeds for Canadian Families","best-hypoallergenic-dog-breeds-canadian-families","Rich Text Body","/blog/best-hypoallergenic-dog-breeds-canadian-families/","https://leashfree.ca/dog-names/portuguese-water-dog-dog-names","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Hypoallergenic Dog Breeds for Canadian Families","best-hypoallergenic-dog-breeds-canadian-families","Rich Text Body","/blog/best-hypoallergenic-dog-breeds-canadian-families/","https://leashfree.ca/dog-breeds/miniature-schnauzer","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Hypoallergenic Dog Breeds for Canadian Families","best-hypoallergenic-dog-breeds-canadian-families","Rich Text Body","/blog/best-hypoallergenic-dog-breeds-canadian-families/","https://leashfree.ca/dog-breeds/maltese","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Hypoallergenic Dog Breeds for Canadian Families","best-hypoallergenic-dog-breeds-canadian-families","Rich Text Body","/blog/best-hypoallergenic-dog-breeds-canadian-families/","https://leashfree.ca/dog-breeds/soft-coated-wheaten-terrier","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Best Hypoallergenic Dog Breeds for Canadian Families","best-hypoallergenic-dog-breeds-canadian-families","Rich Text Body","/blog/best-hypoallergenic-dog-breeds-canadian-families/","https://leashfree.ca/dog-breeds/lagotto-romagnolo","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Crate Training 101","crate-training-101-puppy-guide","Rich Text Body","/blog/crate-training-101-puppy-guide/","https://leashfree.ca/blog/dealing-with-separation-anxiety-in-dogs","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","/blog/dealing-with-separation-anxiety-in-dogs/","https://pmc.ncbi.nlm.nih.gov/articles/PMC7521022","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","/blog/dealing-with-separation-anxiety-in-dogs/","https://www.sciencedirect.com/science/article/abs/pii/S0168159110002923","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","/blog/dealing-with-separation-anxiety-in-dogs/","https://www.aaha.org/wp-content/uploads/globalassets/02-guidelines/behavior-management/2015_aaha_canine_and_feline_behavior_management_guidelines_final.pdf","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","/blog/dealing-with-separation-anxiety-in-dogs/","https://youtu.be/BmVSLqCh-RI?si=ZXEz0vAIyIzcSiQw","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","/blog/dealing-with-separation-anxiety-in-dogs/","https://www.youtube.com/embed/BmVSLqCh-RI","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","/blog/dealing-with-separation-anxiety-in-dogs/","https://youtu.be/JWopd1m6_h0?si=SLqsPaaYvu5h5ubH","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
