"route","title","meta_description","h1_count","text_length","broken_internal_links","redirect_covered_links","implemented_redirect_covered_links","broken_images","placeholder_images","canonical","missing_from_sitemap","redirected_active_page","notes"
"/directory/leslieville-animal-hospital/","Leslieville Animal Hospital - Veterinarian in Toronto, Ontario | LeashFree.ca","Leslieville Animal Hospital provides veterinary care for dogs and cats in Toronto, Ontario.","1","1786","","","","","0","https://leashfree.ca/directory/leslieville-animal-hospital/","no","no",""
"/directory/lindsay-animal-clinic/","Lindsay Animal Clinic - Veterinarian in Lindsay, Ontario | LeashFree.ca","Lindsay Animal Clinic provides veterinary care for dogs and cats in Lindsay, Ontario.","1","1664","","","","","0","https://leashfree.ca/directory/lindsay-animal-clinic/","no","no",""
"/directory/lindsey-veterinary-hospital/","Lindsey Veterinary Hospital - Veterinarian in Penticton, BC | LeashFree.ca","Lindsey Veterinary Hospital provides veterinary care for dogs and cats in Penticton, BC.","1","1761","","","","","0","https://leashfree.ca/directory/lindsey-veterinary-hospital/","no","no",""
"/directory/little-creek-veterinary-clinic/","Little Creek Veterinary Clinic - Veterinarian in Calgary, AB | LeashFree.ca","Little Creek Veterinary Clinic provides veterinary care for dogs and cats in Calgary, AB.","1","1711","","","","","0","https://leashfree.ca/directory/little-creek-veterinary-clinic/","no","no",""
"/directory/little-mountain-veterinary-clinic/","Little Mountain Veterinary Clinic - Veterinarian in Chilliwack, BC | LeashFree.ca","Little Mountain Veterinary Clinic provides veterinary care for dogs and cats in Chilliwack, BC.","1","1790","","","","","0","https://leashfree.ca/directory/little-mountain-veterinary-clinic/","no","no",""
"/directory/little-res-q/","Little RES Q – Animal Shelter & Rescue in Pefferlaw | LeashFree.ca","Specialty reptile rescue and adoption organization in Georgina focused on turtles, tortoises and other reptiles needing care and rehoming.","1","1904","","","","","0","https://leashfree.ca/directory/little-res-q/","no","no",""
"/directory/lloydminster-animal-hospital/","Lloydminster Animal Hospital - Veterinarian in Lloydminster, AB | LeashFree.ca","Lloydminster Animal Hospital provides veterinary care for dogs and cats in Lloydminster, AB.","1","1834","","","","","0","https://leashfree.ca/directory/lloydminster-animal-hospital/","no","no",""
"/directory/lockerby-animal-hospital/","Lockerby Animal Hospital - Veterinarian in Sudbury, Ontario | LeashFree.ca","Lockerby Animal Hospital provides veterinary care for dogs and cats in Sudbury, Ontario.","1","1804","","","","","0","https://leashfree.ca/directory/lockerby-animal-hospital/","no","no",""
"/directory/london-animal-care-centre/","London Animal Care Centre – Animal Shelter & Rescue in London | LeashFree.ca","Municipal animal services and adoption centre under contract with the City of London, providing sheltering, adoption, licensing, lost-and-found and animal by-l…","1","2150","","","","","0","https://leashfree.ca/directory/london-animal-care-centre/","no","no",""
"/directory/london-north-animal-hospital/","London North Animal Hospital - Veterinarian in London, Ontario | LeashFree.ca","London North Animal Hospital provides veterinary care for dogs and cats in London, Ontario.","1","1776","","","","","0","https://leashfree.ca/directory/london-north-animal-hospital/","no","no",""
"/directory/london-regional-veterinary-emergency-and-referral-hospital/","London Regional Veterinary Emergency and Referral Hospital - Veterinarian in London, Ontario | LeashFree.ca","London Regional Veterinary Emergency and Referral Hospital provides veterinary care for dogs and cats in London, Ontario.","1","1908","","","","","0","https://leashfree.ca/directory/london-regional-veterinary-emergency-and-referral-hospital/","no","no",""
"/directory/long-branch-animal-clinic/","Long Branch Animal Clinic – Veterinarian in Long Branch Etobicoke | LeashFree.ca","Long Branch Animal Clinic provides veterinary services for pets in the Long Branch area of Etobicoke.","1","1933","","","","","0","https://leashfree.ca/directory/long-branch-animal-clinic/","no","no",""
"/directory/lonsdale-place-veterinary-clinic/","Lonsdale Place Veterinary Clinic - Veterinarian in North Vancouver, BC | LeashFree.ca","Lonsdale Place Veterinary Clinic provides veterinary care for dogs and cats in North Vancouver, BC.","1","1822","","","","","0","https://leashfree.ca/directory/lonsdale-place-veterinary-clinic/","no","no",""
"/directory/lorne-park-animal-hospital-mississauga/","Lorne Park Animal Hospital – Veterinarian in Lorne Park Mississauga | LeashFree.ca","Lorne Park Animal Hospital provides preventive, medical, and surgical care for pets in the Lorne Park and Clarkson areas of Mississauga.","1","2098","","","","","0","https://leashfree.ca/directory/lorne-park-animal-hospital-mississauga/","no","no",""
"/directory/lost-boys-hope-dog-rescue/","Lost Boys Hope Dog Rescue – Animal Shelter & Rescue in Barrie | LeashFree.ca","Foster-based Ontario dog rescue focused on supporting northern dogs and rehoming dogs through volunteer foster homes and adoption.","1","1905","","","","","0","https://leashfree.ca/directory/lost-boys-hope-dog-rescue/","no","no",""
"/directory/loved-at-last-dog-rescue/","Loved at Last Dog Rescue – Dog Adoption & Rescue in Vancouver | LeashFree.ca","Find adoptable dogs through Loved at Last Dog Rescue, connecting rescued dogs from around the world with caring homes in British Columbia.","1","2298","","","","","0","https://leashfree.ca/directory/loved-at-last-dog-rescue/","no","no",""
"/directory/loyalist-humane-society/","Loyalist Humane Society – Animal Shelter & Rescue in Picton | LeashFree.ca","Volunteer-driven humane society in Prince Edward County providing safe shelter for animals in need and helping pets find adoptive homes.","1","2134","","","","","0","https://leashfree.ca/directory/loyalist-humane-society/","no","no",""
"/directory/lynden-animal-clinic/","Lynden Animal Clinic - Veterinarian in Lynden, Ontario | LeashFree.ca","Lynden Animal Clinic provides veterinary care for dogs and cats in Lynden, Ontario.","1","1740","","","","","0","https://leashfree.ca/directory/lynden-animal-clinic/","no","no",""
"/directory/magnolia-veterinary-services/","Magnolia Veterinary Services - Veterinarian in Bonnyville, AB | LeashFree.ca","Magnolia Veterinary Services provides veterinary care for dogs and cats in Bonnyville, AB.","1","1668","","","","","0","https://leashfree.ca/directory/magnolia-veterinary-services/","no","no",""
"/directory/mahalo-veterinary-hospital/","Mahalo Veterinary Hospital - Veterinarian in Nanaimo, BC | LeashFree.ca","Mahalo Veterinary Hospital provides veterinary care for dogs and cats in Nanaimo, BC.","1","1802","","","","","0","https://leashfree.ca/directory/mahalo-veterinary-hospital/","no","no",""
"/directory/main-west-animal-hospital/","Main West Animal Hospital - Veterinarian in Welland, Ontario | LeashFree.ca","Main West Animal Hospital provides veterinary care for dogs and cats in Welland, Ontario.","1","1755","","","","","0","https://leashfree.ca/directory/main-west-animal-hospital/","no","no",""
"/directory/mainland-emergency-animal-clinic/","Mainland Emergency Animal Clinic - Veterinarian in Surrey, BC | LeashFree.ca","Mainland Emergency Animal Clinic provides veterinary care for dogs and cats in Surrey, BC.","1","1812","","","","","0","https://leashfree.ca/directory/mainland-emergency-animal-clinic/","no","no",""
"/directory/mainview-animal-hospital-milton/","Mainview Animal Hospital – Veterinarian in Milton | LeashFree.ca","Mainview Animal Hospital in Milton, Ontario provides wellness care, diagnostics, surgery, and dental services for dogs and cats in the surrounding neighbourhoods.","1","2398","","","","","0","https://leashfree.ca/directory/mainview-animal-hospital-milton/","no","no",""
"/directory/malden-road-veterinary-hospital/","Malden Road Veterinary Hospital - Veterinarian in Windsor, Ontario | LeashFree.ca","Malden Road Veterinary Hospital provides veterinary care for dogs and cats in Windsor, Ontario.","1","1711","","","","","0","https://leashfree.ca/directory/malden-road-veterinary-hospital/","no","no",""
"/directory/manzini-animal-hospital/","Manzini Animal Hospital - Veterinarian in Port Alberni, BC | LeashFree.ca","Manzini Animal Hospital provides veterinary care for dogs and cats in Port Alberni, BC.","1","1679","","","","","0","https://leashfree.ca/directory/manzini-animal-hospital/","no","no",""
"/directory/maple-city-animal-hospital/","Maple City Animal Hospital - Veterinarian in Chatham, Ontario | LeashFree.ca","Maple City Animal Hospital provides veterinary care for dogs and cats in Chatham, Ontario.","1","1809","","","","","0","https://leashfree.ca/directory/maple-city-animal-hospital/","no","no",""
"/directory/maple-ridge-veterinary-hospital/","Maple Ridge Veterinary Hospital - Veterinarian in Maple Ridge, BC | LeashFree.ca","Maple Ridge Veterinary Hospital provides veterinary care for dogs and cats in Maple Ridge, BC.","1","1773","","","","","0","https://leashfree.ca/directory/maple-ridge-veterinary-hospital/","no","no",""
"/directory/maple-veterinary-clinic/","Maple Veterinary Clinic - Veterinarian in Maple, Ontario | LeashFree.ca","Maple Veterinary Clinic provides veterinary care for dogs and cats in Maple, Ontario.","1","1671","","","","","0","https://leashfree.ca/directory/maple-veterinary-clinic/","no","no",""
"/directory/march-road-veterinary-hospital/","March Road Veterinary Hospital - Veterinarian in Kanata, Ontario | LeashFree.ca","March Road Veterinary Hospital provides veterinary care for dogs and cats in Kanata, Ontario.","1","1786","","","","","0","https://leashfree.ca/directory/march-road-veterinary-hospital/","no","no",""
"/directory/maritime-veterinary-emergency-and-specialty-centre/","Maritime Veterinary Emergency and Specialty Centre - Veterinarian in Dartmouth, Nova Scotia | LeashFree.ca","Maritime Veterinary Emergency and Specialty Centre provides veterinary care for dogs and cats in Dartmouth, Nova Scotia.","1","1925","","","","","0","https://leashfree.ca/directory/maritime-veterinary-emergency-and-specialty-centre/","no","no",""
"/directory/markdale-veterinary-services/","Markdale Veterinary Services - Veterinarian in Markdale, Ontario | LeashFree.ca","Markdale Veterinary Services provides veterinary care for dogs and cats in Markdale, Ontario.","1","1789","","","","","0","https://leashfree.ca/directory/markdale-veterinary-services/","no","no",""
"/directory/markham-veterinary-clinic/","Markham Veterinary Clinic - Veterinarian in Markham, Ontario | LeashFree.ca","Markham Veterinary Clinic provides veterinary care for dogs and cats in Markham, Ontario.","1","1736","","","","","0","https://leashfree.ca/directory/markham-veterinary-clinic/","no","no",""
"/directory/martin-veterinary-hospital/","Martin Veterinary Hospital – Veterinarian in Etobicoke | LeashFree.ca","Martin Veterinary Hospital offers accredited veterinary services including dentistry, surgery, and diagnostics.","1","1927","","","","","0","https://leashfree.ca/directory/martin-veterinary-hospital/","no","no",""
"/directory/masonville-animal-hospital/","Masonville Animal Hospital - Veterinarian in London, Ontario | LeashFree.ca","Masonville Animal Hospital provides veterinary care for dogs and cats in London, Ontario.","1","1725","","","","","0","https://leashfree.ca/directory/masonville-animal-hospital/","no","no",""
"/directory/mavis-road-animal-clinic-mississauga/","Mavis Road Animal Clinic – Veterinarian in Central Mississauga | LeashFree.ca","Mavis Road Animal Clinic offers wellness exams, diagnostics, and surgery for dogs and cats near Mavis Road and Wolfedale Road in Mississauga.","1","2089","","","","","0","https://leashfree.ca/directory/mavis-road-animal-clinic-mississauga/","no","no",""
"/directory/mayfield-animal-hospital/","Mayfield Animal Hospital - Veterinarian in Brampton, Ontario | LeashFree.ca","Mayfield Animal Hospital provides veterinary care for dogs and cats in Brampton, Ontario.","1","1798","","","","","0","https://leashfree.ca/directory/mayfield-animal-hospital/","no","no",""
"/directory/mayfield-veterinary-clinic/","Mayfield Veterinary Clinic - Veterinarian in Dufferin, New Brunswick | LeashFree.ca","Mayfield Veterinary Clinic provides veterinary care for dogs and cats in Dufferin, New Brunswick.","1","1929","","","","","0","https://leashfree.ca/directory/mayfield-veterinary-clinic/","no","no",""
"/directory/mccallum-centre-animal-hospital/","McCallum Centre Animal Hospital - Veterinarian in Abbotsford, BC | LeashFree.ca","McCallum Centre Animal Hospital provides veterinary care for dogs and cats in Abbotsford, BC.","1","1736","","","","","0","https://leashfree.ca/directory/mccallum-centre-animal-hospital/","no","no",""
"/directory/mccleary-animal-hospital-mississauga/","McCleary Animal Hospital – Veterinarian in Mississauga | LeashFree.ca","McCleary Animal Hospital in south Mississauga offers veterinary services for dogs and cats, including wellness care, diagnostics, surgery, and dental treatments.","1","2433","","","","","0","https://leashfree.ca/directory/mccleary-animal-hospital-mississauga/","no","no",""
"/directory/mckenzie-veterinary-services/","McKenzie Veterinary Services - Veterinarian in Victoria, BC | LeashFree.ca","McKenzie Veterinary Services provides veterinary care for dogs and cats in Victoria, BC.","1","1858","","","","","0","https://leashfree.ca/directory/mckenzie-veterinary-services/","no","no",""
"/directory/mcknight-veterinary-hospital/","McKnight Veterinary Hospital - Veterinarian in Calgary, AB | LeashFree.ca","McKnight Veterinary Hospital provides veterinary care for dogs and cats in Calgary, AB.","1","1685","","","","","0","https://leashfree.ca/directory/mcknight-veterinary-hospital/","no","no",""
"/directory/mcphillips-animal-hospital/","McPhillips Animal Hospital - Veterinarian in Winnipeg, Manitoba | LeashFree.ca","McPhillips Animal Hospital provides veterinary care for dogs and cats in Winnipeg, Manitoba.","1","1789","","","","","0","https://leashfree.ca/directory/mcphillips-animal-hospital/","no","no",""
"/directory/meadowvale-animal-clinic-mississauga/","Meadowvale Animal Clinic – Veterinarian in Meadowvale Mississauga | LeashFree.ca","Meadowvale Animal Clinic provides AAHA-accredited veterinary care, including wellness, dentistry, and surgery, for pets in the Meadowvale area of Mississauga.","1","2183","","","","","0","https://leashfree.ca/directory/meadowvale-animal-clinic-mississauga/","no","no",""
"/directory/menzies-pet-hospital/","Menzies Pet Hospital - Veterinarian in Chilliwack, BC | LeashFree.ca","Menzies Pet Hospital provides veterinary care for dogs and cats in Chilliwack, BC.","1","1728","","","","","0","https://leashfree.ca/directory/menzies-pet-hospital/","no","no",""
"/directory/merecroft-veterinary-clinic/","Merecroft Veterinary Clinic - Veterinarian in Campbell River, BC | LeashFree.ca","Merecroft Veterinary Clinic provides veterinary care for dogs and cats in Campbell River, BC.","1","1815","","","","","0","https://leashfree.ca/directory/merecroft-veterinary-clinic/","no","no",""
"/directory/merrickville-vet-services/","Merrickville Vet Services - Veterinarian in Merrickville, Ontario | LeashFree.ca","Merrickville Vet Services provides veterinary care for dogs and cats in Merrickville, Ontario.","1","1743","","","","","0","https://leashfree.ca/directory/merrickville-vet-services/","no","no",""
"/directory/metro-animal-emergency-clinic/","Metro Animal Emergency Clinic - Veterinarian in Dartmouth, Nova Scotia | LeashFree.ca","Metro Animal Emergency Clinic provides veterinary care for dogs and cats in Dartmouth, Nova Scotia.","1","1950","","","","","0","https://leashfree.ca/directory/metro-animal-emergency-clinic/","no","no",""
"/directory/miltonvale-park-veterinary-clinic/","Miltonvale Park Veterinary Clinic - Veterinarian in Miltonvale Park, Prince Edward Island | LeashFree.ca","Miltonvale Park Veterinary Clinic provides veterinary care for dogs and cats in Miltonvale Park, Prince Edward Island.","1","1930","","","","","0","https://leashfree.ca/directory/miltonvale-park-veterinary-clinic/","no","no",""
"/directory/minnedosa-veterinary-clinic/","Minnedosa Veterinary Clinic - Veterinarian in Minnedosa, Manitoba | LeashFree.ca","Minnedosa Veterinary Clinic provides veterinary care for dogs and cats in Minnedosa, Manitoba.","1","1831","","","","","0","https://leashfree.ca/directory/minnedosa-veterinary-clinic/","no","no",""
"/directory/mission-creek-animal-hospital/","Mission Creek Animal Hospital - Veterinarian in Kelowna, BC | LeashFree.ca","Mission Creek Animal Hospital provides veterinary care for dogs and cats in Kelowna, BC.","1","1694","","","","","0","https://leashfree.ca/directory/mission-creek-animal-hospital/","no","no",""
"/directory/mission-veterinary-hospital/","Mission Veterinary Hospital - Veterinarian in Mission, BC | LeashFree.ca","Mission Veterinary Hospital provides veterinary care for dogs and cats in Mission, BC.","1","1771","","","","","0","https://leashfree.ca/directory/mission-veterinary-hospital/","no","no",""
"/directory/mississauga-animal-hospital/","Mississauga Animal Hospital – Veterinarian in Mississauga | LeashFree.ca","Mississauga Animal Hospital on Dundas Street East provides full-service veterinary care, including exams, diagnostics, surgery, and dentistry for dogs and cats in Mississauga.","1","2459","","","","","0","https://leashfree.ca/directory/mississauga-animal-hospital/","no","no",""
"/directory/mississauga-animal-services-shelter/","Mississauga Animal Services Shelter – Animal Shelter & Rescue in Mississauga | LeashFree.ca","Municipal animal services shelter providing pet adoption, lost and found pet support, fostering, licensing and animal services for Mississauga.","1","2173","","","","","0","https://leashfree.ca/directory/mississauga-animal-services-shelter/","no","no",""
"/directory/mississauga-humane-society/","Mississauga Humane Society – Animal Shelter & Rescue in Mississauga | LeashFree.ca","Foster-based humane society in Mississauga helping cats and dogs through rescue, adoption and volunteer-supported care.","1","1980","","","","","0","https://leashfree.ca/directory/mississauga-humane-society/","no","no",""
"/directory/mississauga-oakville-veterinary-emergency-and-specialty-hospital/","Mississauga Oakville Veterinary Emergency and Specialty Hospital - Veterinarian in Oakville, Ontario | LeashFree.ca","Mississauga Oakville Veterinary Emergency and Specialty Hospital provides veterinary care for dogs and cats in Oakville, Ontario.","1","1837","","","","","0","https://leashfree.ca/directory/mississauga-oakville-veterinary-emergency-and-specialty-hospital/","no","no",""
"/directory/mitchell-veterinary-services/","Mitchell Veterinary Services - Veterinarian in Mitchell, Ontario | LeashFree.ca","Mitchell Veterinary Services provides veterinary care for dogs and cats in Mitchell, Ontario.","1","1739","","","","","0","https://leashfree.ca/directory/mitchell-veterinary-services/","no","no",""
"/directory/mohawk-animal-clinic/","Mohawk Animal Clinic - Veterinarian in Hamilton, Ontario | LeashFree.ca","Mohawk Animal Clinic provides veterinary care for dogs and cats in Hamilton, Ontario.","1","1745","","","","","0","https://leashfree.ca/directory/mohawk-animal-clinic/","no","no",""
"/directory/mono-veterinary-clinic/","Mono Veterinary Clinic - Veterinarian in Mono, Ontario | LeashFree.ca","Mono Veterinary Clinic provides veterinary care for dogs and cats in Mono, Ontario.","1","1691","","","","","0","https://leashfree.ca/directory/mono-veterinary-clinic/","no","no",""
"/directory/montague-veterinary-clinic/","Montague Veterinary Clinic - Veterinarian in Montague, Prince Edward Island | LeashFree.ca","Montague Veterinary Clinic provides veterinary care for dogs and cats in Montague, Prince Edward Island.","1","1939","","","","","0","https://leashfree.ca/directory/montague-veterinary-clinic/","no","no",""
"/directory/montreal-spca/","Montreal SPCA – Dog Adoption & Rescue in Montréal | LeashFree.ca","Adopt a dog or support animal rescue efforts at the Montreal SPCA, providing compassionate care and advocacy for pets across Quebec.","1","2243","","","","","0","https://leashfree.ca/directory/montreal-spca/","no","no",""
"/directory/montrose-pet-clinic/","Montrose Pet Clinic - Veterinarian in Beaumont, AB | LeashFree.ca","Montrose Pet Clinic provides veterinary care for dogs and cats in Beaumont, AB.","1","1706","","","","","0","https://leashfree.ca/directory/montrose-pet-clinic/","no","no",""
"/directory/moose-jaw-animal-clinic/","Moose Jaw Animal Clinic - Veterinarian in Moose Jaw, SK | LeashFree.ca","Moose Jaw Animal Clinic provides veterinary care for dogs and cats in Moose Jaw, SK.","1","1776","","","","","0","https://leashfree.ca/directory/moose-jaw-animal-clinic/","no","no",""
"/directory/morden-veterinary-clinic/","Morden Veterinary Clinic - Veterinarian in Morden, Manitoba | LeashFree.ca","Morden Veterinary Clinic provides veterinary care for dogs and cats in Morden, Manitoba.","1","1752","","","","","0","https://leashfree.ca/directory/morden-veterinary-clinic/","no","no",""
"/directory/morinville-veterinary-clinic/","Morinville Veterinary Clinic - Veterinarian in Morinville, AB | LeashFree.ca","Morinville Veterinary Clinic provides veterinary care for dogs and cats in Morinville, AB.","1","1677","","","","","0","https://leashfree.ca/directory/morinville-veterinary-clinic/","no","no",""
"/directory/morrisburg-animal-hospital/","Morrisburg Animal Hospital - Veterinarian in Morrisburg, Ontario | LeashFree.ca","Morrisburg Animal Hospital provides veterinary care for dogs and cats in Morrisburg, Ontario.","1","1818","","","","","0","https://leashfree.ca/directory/morrisburg-animal-hospital/","no","no",""
"/directory/mountain-vet-care/","Mountain Vet Care - Veterinarian in Canmore, AB | LeashFree.ca","Mountain Vet Care provides veterinary care for dogs and cats in Canmore, AB.","1","1635","","","","","0","https://leashfree.ca/directory/mountain-vet-care/","no","no",""
"/directory/mountain-vista-veterinary-hospital/","Mountain Vista Veterinary Hospital - Veterinarian in Collingwood, Ontario | LeashFree.ca","Mountain Vista Veterinary Hospital provides veterinary care for dogs and cats in Collingwood, Ontario.","1","1831","","","","","0","https://leashfree.ca/directory/mountain-vista-veterinary-hospital/","no","no",""
"/directory/mountainview-animal-hospital/","Mountainview Animal Hospital - Veterinarian in Georgetown, Ontario | LeashFree.ca","Mountainview Animal Hospital provides veterinary care for dogs and cats in Georgetown, Ontario.","1","1734","","","","","0","https://leashfree.ca/directory/mountainview-animal-hospital/","no","no",""
"/directory/muskoka-animal-hospital/","Muskoka Animal Hospital - Veterinarian in Huntsville, Ontario | LeashFree.ca","Muskoka Animal Hospital provides veterinary care for dogs and cats in Huntsville, Ontario.","1","1699","","","","","0","https://leashfree.ca/directory/muskoka-animal-hospital/","no","no",""
"/directory/muskoka-animal-rescue/","Muskoka Animal Rescue – Animal Shelter & Rescue in Huntsville | LeashFree.ca","Volunteer-operated foster-based animal welfare group facilitating companion animal adoptions, surrenders, feral cat TNR support, and emergency foster services…","1","2199","","","","","0","https://leashfree.ca/directory/muskoka-animal-rescue/","no","no",""
"/directory/muskoka-bay-animal-clinic/","Muskoka Bay Animal Clinic - Veterinarian in Gravenhurst, Ontario | LeashFree.ca","Muskoka Bay Animal Clinic provides veterinary care for dogs and cats in Gravenhurst, Ontario.","1","1739","","","","","0","https://leashfree.ca/directory/muskoka-bay-animal-clinic/","no","no",""
"/directory/muskoka-lakes-veterinary-clinic/","Muskoka Lakes Veterinary Clinic - Veterinarian in Huntsville, Ontario | LeashFree.ca","Muskoka Lakes Veterinary Clinic provides veterinary care for dogs and cats in Huntsville, Ontario.","1","1734","","","","","0","https://leashfree.ca/directory/muskoka-lakes-veterinary-clinic/","no","no",""
"/directory/muskoka-road-veterinary-hospital/","Muskoka Road Veterinary Hospital - Veterinarian in Gravenhurst, Ontario | LeashFree.ca","Muskoka Road Veterinary Hospital provides veterinary care for dogs and cats in Gravenhurst, Ontario.","1","1789","","","","","0","https://leashfree.ca/directory/muskoka-road-veterinary-hospital/","no","no",""
"/directory/nakusp-veterinary-clinic/","Nakusp Veterinary Clinic - Veterinarian in Nakusp, BC | LeashFree.ca","Nakusp Veterinary Clinic provides veterinary care for dogs and cats in Nakusp, BC.","1","1759","","","","","0","https://leashfree.ca/directory/nakusp-veterinary-clinic/","no","no",""
"/directory/nanaimo-veterinary-hospital/","Nanaimo Veterinary Hospital - Veterinarian in Nanaimo, BC | LeashFree.ca","Nanaimo Veterinary Hospital provides veterinary care for dogs and cats in Nanaimo, BC.","1","1713","","","","","0","https://leashfree.ca/directory/nanaimo-veterinary-hospital/","no","no",""
"/directory/nanton-veterinary-clinic/","Nanton Veterinary Clinic - Veterinarian in Nanton, AB | LeashFree.ca","Nanton Veterinary Clinic provides veterinary care for dogs and cats in Nanton, AB.","1","1639","","","","","0","https://leashfree.ca/directory/nanton-veterinary-clinic/","no","no",""
"/directory/neepawa-veterinary-clinic/","Neepawa Veterinary Clinic - Veterinarian in Neepawa, Manitoba | LeashFree.ca","Neepawa Veterinary Clinic provides veterinary care for dogs and cats in Neepawa, Manitoba.","1","1917","","","","","0","https://leashfree.ca/directory/neepawa-veterinary-clinic/","no","no",""
"/directory/nelson-animal-hospital/","Nelson Animal Hospital - Veterinarian in Nelson, BC | LeashFree.ca","Nelson Animal Hospital provides veterinary care for dogs and cats in Nelson, BC.","1","1721","","","","","0","https://leashfree.ca/directory/nelson-animal-hospital/","no","no",""
"/directory/nepean-animal-hospital/","Nepean Animal Hospital - Veterinarian in Nepean, Ontario | LeashFree.ca","Nepean Animal Hospital provides veterinary care for dogs and cats in Nepean, Ontario.","1","1777","","","","","0","https://leashfree.ca/directory/nepean-animal-hospital/","no","no",""
"/directory/new-glasgow-veterinary-clinic/","New Glasgow Veterinary Clinic - Veterinarian in New Glasgow, Nova Scotia | LeashFree.ca","New Glasgow Veterinary Clinic provides veterinary care for dogs and cats in New Glasgow, Nova Scotia.","1","1905","","","","","0","https://leashfree.ca/directory/new-glasgow-veterinary-clinic/","no","no",""
"/directory/new-hope-dog-rescue/","New Hope Dog Rescue – Animal Shelter & Rescue in Thunder Bay | LeashFree.ca","Volunteer-run Thunder Bay dog rescue helping unwanted dogs or dogs at risk of euthanasia through rescue, fostering and adoption.","1","1864","","","","","0","https://leashfree.ca/directory/new-hope-dog-rescue/","no","no",""
"/directory/new-perth-animal-hospital/","New Perth Animal Hospital - Veterinarian in New Perth, Prince Edward Island | LeashFree.ca","New Perth Animal Hospital provides veterinary care for dogs and cats in New Perth, Prince Edward Island.","1","2002","","","","","0","https://leashfree.ca/directory/new-perth-animal-hospital/","no","no",""
"/directory/newell-veterinary-services/","Newell Veterinary Services - Veterinarian in Brooks, AB | LeashFree.ca","Newell Veterinary Services provides veterinary care for dogs and cats in Brooks, AB.","1","1738","","","","","0","https://leashfree.ca/directory/newell-veterinary-services/","no","no",""
"/directory/newmarket-animal-hospital/","Newmarket Animal Hospital - Veterinarian in Newmarket, Ontario | LeashFree.ca","Newmarket Animal Hospital provides veterinary care for dogs and cats in Newmarket, Ontario.","1","1708","","","","","0","https://leashfree.ca/directory/newmarket-animal-hospital/","no","no",""
"/directory/niagara-dog-rescue/","Niagara Dog Rescue – Dog Adoption & Rescue in Niagara Falls | LeashFree.ca","Find adoptable dogs and foster opportunities at Niagara Dog Rescue, helping dogs across Ontario find safe and loving homes.","1","2281","","","","","0","https://leashfree.ca/directory/niagara-dog-rescue/","no","no",""
"/directory/niagara-falls-animal-medical-centre/","Niagara Falls Animal Medical Centre - Veterinarian in Niagara Falls, Ontario | LeashFree.ca","Niagara Falls Animal Medical Centre provides veterinary care for dogs and cats in Niagara Falls, Ontario.","1","1830","","","","","0","https://leashfree.ca/directory/niagara-falls-animal-medical-centre/","no","no",""
"/directory/niagara-spca-and-humane-society/","Niagara SPCA and Humane Society – Dog Adoption & Rescue in Niagara Falls | LeashFree.ca","Adopt a dog or support animal rescue through the Niagara SPCA and Humane Society, serving Niagara Falls and surrounding communities with care and compassion.","1","2353","","","","","0","https://leashfree.ca/directory/niagara-spca-and-humane-society/","no","no",""
"/directory/niagara-spca-and-humane-society-niagara-falls-shelter/","Niagara SPCA and Humane Society - Niagara Falls Shelter – Animal Shelter & Rescue in Niagara Falls | LeashFree.ca","Niagara SPCA and Humane Society shelter location serving Niagara Falls and area with animal sheltering, adoption and animal services.","1","2196","","","","","0","https://leashfree.ca/directory/niagara-spca-and-humane-society-niagara-falls-shelter/","no","no",""
"/directory/niagara-spca-and-humane-society-port-colborne-shelter/","Niagara SPCA and Humane Society - Port Colborne Shelter – Animal Shelter & Rescue in Port Colborne | LeashFree.ca","Niagara SPCA and Humane Society shelter location serving Port Colborne and area with animal sheltering, adoption and animal services.","1","2221","","","","","0","https://leashfree.ca/directory/niagara-spca-and-humane-society-port-colborne-shelter/","no","no",""
"/directory/niagara-spca-and-humane-society-welland-shelter/","Niagara SPCA and Humane Society - Welland Shelter – Animal Shelter & Rescue in Welland | LeashFree.ca","Niagara SPCA and Humane Society shelter location serving Welland and area with animal sheltering, adoption and animal services.","1","2135","","","","","0","https://leashfree.ca/directory/niagara-spca-and-humane-society-welland-shelter/","no","no",""
"/directory/niagara-veterinary-emergency-clinic/","Niagara Veterinary Emergency Clinic - Veterinarian in Thorold, Ontario | LeashFree.ca","Niagara Veterinary Emergency Clinic provides veterinary care for dogs and cats in Thorold, Ontario.","1","1835","","","","","0","https://leashfree.ca/directory/niagara-veterinary-emergency-clinic/","no","no",""
"/directory/ninth-life-cat-rescue/","Ninth Life Cat Rescue – Animal Shelter & Rescue in Oakville | LeashFree.ca","Volunteer-run registered charity rescuing cats and kittens, providing veterinary care and foster homes, and helping cats, bunnies and guinea pigs find adoptive…","1","2053","","","","","0","https://leashfree.ca/directory/ninth-life-cat-rescue/","no","no",""
"/directory/nobleton-veterinary-clinic/","Nobleton Veterinary Clinic - Veterinarian in Nobleton, Ontario | LeashFree.ca","Nobleton Veterinary Clinic provides veterinary care for dogs and cats in Nobleton, Ontario.","1","1772","","","","","0","https://leashfree.ca/directory/nobleton-veterinary-clinic/","no","no",""
"/directory/norgate-animal-hospital/","Norgate Animal Hospital - Veterinarian in North Vancouver, BC | LeashFree.ca","Norgate Animal Hospital provides veterinary care for dogs and cats in North Vancouver, BC.","1","1716","","","","","0","https://leashfree.ca/directory/norgate-animal-hospital/","no","no",""
